2021-22 Low Income Schools Percent Low Income,,,,
Private and Nonpublic Schools,,,,
,,,,
AUN,School Name,PNP County,District Name,Percent
213360077,Windwheel Hill,Lancaster,Pequea Valley SD,0.00
204437350,Windy Acre Amish School,Mercer,Reynolds SD,0.00
217411371,Windy Acre School,Lycoming,Montgomery Area SD,0.00
211340005,Windy Acres School,Juniata,Juniata County SD,0.00
216550006,Windy Hill School,Snyder,Selinsgrove Area SD,0.00
206330008,Windy Hollow Amish School,Jefferson,Punxsutawney Area SD,0.00
210142323,Windy Hollow School,Centre,Penns Valley Area SD,0.00
224159742,Windy Knoll Amish School,Lancaster,Solanco SD,0.00
215220005,Windy Knoll School,Dauphin,Upper Dauphin Area SD,0.00
210140006,Windy Poplars School,Centre,Penns Valley Area SD,0.00
210179430,Windy Ridge Amish School,Clearfield,Moshannon Valley SD,0.00
206320000,Windy Ridge Amish School,Indiana,Punxsutawney Area SD,0.00
213360393,Windy Top Amish School,Lancaster,Solanco SD,0.00
210180008,Winterside School,Clinton,Keystone Central SD,0.00
213368602,Witmer Amish School,Lancaster,Conestoga Valley SD,0.00
213368632,Wonder Club Early Learning Centers,Lancaster,Lancaster SD,76.5
213368652,Wood Corner Amish School,Lancaster,Ephrata Area SD,0.00
213365178,Wood Land Amish Parochial School,Lancaster,Solanco SD,0.00
204438004,Wood Lawn School,Mercer,West Middlesex Area SD,0.00
213368682,Woodcrest Parochial School,Lancaster,Cocalico SD,0.00
211448353,Woodland Amish School,Mifflin,Mifflin County SD,0.00
206200003,Woodland View School,Crawford,Titusville Area SD,0.00
224159602,Woodlynde School,Chester,Tredyffrin-Easttown SD,0.00
300098500,Woods Services,Bucks,Pennsbury SD,100.0
210145253,Woodside Amish School,Centre,Penns Valley Area SD,0.00
215225936,Worship Academy School of the Arts,Dauphin,Harrisburg City SD,100.0
213364151,Wrightsdale Amish School,Lancaster,Solanco SD,0.00
211447136,Wylie Brook Amish School,Mifflin,Mifflin County SD,0.00
300469100,Wyncote Academy,Montgomery,Cheltenham SD,84.0
223464692,Wyndcroft School,Montgomery,Pottstown SD,0.00
218409801,Wyoming Area Catholic School,Luzerne,Wyoming Area SD,10.8
218400002,Wyoming Seminary Lower School,Luzerne,Wyoming Valley West SD,0.00
218409901,Wyoming Seminary Upper School,Luzerne,Wyoming Valley West SD,0.00
300409250,Wyoming Valley Childrens Association,Luzerne,Wyoming Valley West SD,42.9
300409160,Wyoming Valley Montessori School,Luzerne,Wyoming Valley West SD,14.6
218409961,Wyoming Valley SDA School,Luzerne,Crestwood SD,11.1
313380008,Yellow Breeches Ed Ctr - Annville,Lebanon,Annville-Cleona SD,100.0
315210006,Yellow Breeches Ed Ctr - Boiling Springs,Cumberland,South Middleton SD,100.0
315210008,Yellow Breeches Ed Ctr - Carlisle,Cumberland,South Middleton SD,100.0
315220008,Yellow Breeches Ed Ctr - Harrisburg,Dauphin,Central Dauphin SD,100.0
315210042,Yellow Breeches Ed Ctr - Newville,Cumberland,Big Spring SD,100.0
202029905,Yeshiva Achei Tmimim Schools,Allegheny,Pittsburgh SD,56.1
202029925,Yeshiva Achei Tmimim Schools-Boys,Allegheny,Pittsburgh SD,54.1
324150069,YMCA Kindergarten Academy,Chester,West Chester Area SD,0.00
300066600,Yocum Inst for Arts Education,Berks,Wilson SD,10.0
212679403,York Adventist Christian School,York,West York Area SD,47.6
212679003,York Catholic High School,York,York City SD,9.0
212679103,York Country Day School,York,York Suburban SD,7.2
324150071,YSC Academy,Chester,Tredyffrin-Easttown SD,11.4
312675705,YWCA York,York,York City SD,0.00
206169904,Zacheral Amish School,Clarion,North Clarion County SD,0.00
300108000,Zelienople Preschool at Calvin United Presbyterian Church,Butler,Seneca Valley SD,0.00
213368752,Zeltenreich Parochial School,Lancaster,Conestoga Valley SD,0.00
204439004,Zuver School No 8,Mercer,West Middlesex Area SD,0.00
