county,AUN,LEA,SCHOOL CODE,SCHOOL,GRADUATE COUNT,COLLEGE BOUND,TOTAL COLLEGE BOUND %,2- OR 4-YEAR COLLEGE OR UNIVERSITY,2- OR 4-YEAR UNIVERSITY %,TOTAL POSTSECONDARY BOUND,TOTAL POSTSECONDARY BOUND %,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL %,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION %
,,Nazareth Area SD,,,370,288,77.84%,288,77.84%,294,79.46%,6,1.62%,0,0.00%
,120484903,Northampton Area SD,3505,Northampton Area HS,457,328,71.77%,317,69.37%,338,73.96%,10,2.19%,11,2.41%
,,Northampton Area SD,,,457,328,71.77%,317,69.37%,338,73.96%,10,2.19%,11,2.41%
,120485603,Pen Argyl Area SD,6439,Pen Argyl Area HS,122,95,77.87%,95,77.87%,97,79.51%,2,1.64%,0,0.00%
,,Pen Argyl Area SD,,,122,95,77.87%,95,77.87%,97,79.51%,2,1.64%,0,0.00%
,120486003,Saucon Valley SD,5352,Saucon Valley SHS,188,142,75.53%,142,75.53%,142,75.53%,0,0.00%,0,0.00%
,,,9999,Saucon Valley SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Saucon Valley SD,,,193,142,73.58%,142,73.58%,142,73.58%,0,0.00%,0,0.00%
,120488603,Wilson Area SD,3522,Wilson Area HS,169,120,71.01%,120,71.01%,124,73.37%,4,2.37%,0,0.00%
,,,9999,Wilson Area SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Wilson Area SD,,,174,120,68.97%,120,68.97%,124,71.26%,4,2.30%,0,0.00%
Northampton,,,,,"3,419","2,352",68.79%,"2,322",67.91%,"2,395",70.05%,43,1.26%,30,0.88%
Northumberland,116493503,Line Mountain SD,3532,Line Mountain HS,93,55,59.14%,53,56.99%,58,62.37%,3,3.23%,2,2.15%
,,Line Mountain SD,,,93,55,59.14%,53,56.99%,58,62.37%,3,3.23%,2,2.15%
,116495003,Milton Area SD,3541,Milton HS,134,67,50.00%,65,48.51%,69,51.49%,2,1.49%,2,1.49%
,,Milton Area SD,,,134,67,50.00%,65,48.51%,69,51.49%,2,1.49%,2,1.49%
,116495103,Mount Carmel Area SD,6936,Mount Carmel Area HS,76,32,42.11%,32,42.11%,32,42.11%,0,0.00%,0,0.00%
,,Mount Carmel Area SD,,,76,32,42.11%,32,42.11%,32,42.11%,0,0.00%,0,0.00%
,116496503,Shamokin Area SD,7893,Shamokin Area HS,176,70,39.77%,70,39.77%,70,39.77%,0,0.00%,0,0.00%
,,Shamokin Area SD,,,176,70,39.77%,70,39.77%,70,39.77%,0,0.00%,0,0.00%
,116496603,Shikellamy SD,3569,Shikellamy HS,186,88,47.31%,76,40.86%,93,50.00%,5,2.69%,12,6.45%
,,,9999,Shikellamy SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Shikellamy SD,,,187,88,47.06%,76,40.64%,93,49.73%,5,2.67%,12,6.42%
,116498003,Warrior Run SD,5103,Warrior Run HS,105,56,53.33%,54,51.43%,59,56.19%,3,2.86%,2,1.90%
,,,9999,Warrior Run SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Warrior Run SD,,,106,56,52.83%,54,50.94%,59,55.66%,3,2.83%,2,1.89%
Northumberland,,,,,772,368,47.67%,350,45.34%,381,49.35%,13,1.68%,18,2.33%
Perry,115503004,Greenwood SD,6341,Greenwood HS,60,34,56.67%,32,53.33%,34,56.67%,0,0.00%,2,3.33%
,,,9999,Greenwood SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Greenwood SD,,,61,34,55.74%,32,52.46%,34,55.74%,0,0.00%,2,3.28%
,115504003,Newport SD,7930,Newport HS,76,30,39.47%,30,39.47%,32,42.11%,2,2.63%,0,0.00%
,,,9999,Newport SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Newport SD,,,77,30,38.96%,30,38.96%,32,41.56%,2,2.60%,0,0.00%
,115506003,Susquenita SD,3589,Susquenita HS,80,44,55.00%,44,55.00%,44,55.00%,0,0.00%,0,0.00%
,,,9999,Susquenita SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Susquenita SD,,,81,44,54.32%,44,54.32%,44,54.32%,0,0.00%,0,0.00%
,115508003,West Perry SD,3596,West Perry SHS,154,81,52.60%,79,51.30%,83,53.90%,2,1.30%,2,1.30%
,,West Perry SD,,,154,81,52.60%,79,51.30%,83,53.90%,2,1.30%,2,1.30%
Perry,,,,,373,189,50.67%,185,49.60%,193,51.74%,4,1.07%,4,1.07%
Philadelphia,100510000,First Philadelphia Preparatory CS,7744,First Philadelphia Preparatory CS,90,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,First Philadelphia Preparatory CS,,,90,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,114514135,Sankofa Freedom Academy CS,8083,Sankofa Freedom Academy CS,37,30,81.08%,30,81.08%,34,91.89%,4,10.81%,0,0.00%
,,,9999,Sankofa Freedom Academy CS,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Sankofa Freedom Academy CS,,,39,30,76.92%,30,76.92%,34,87.18%,4,10.26%,0,0.00%
,126510002,Mastery CHS-Lenfest Campus,7678,Mastery CHS-Lenfest Campus,92,64,69.57%,59,64.13%,69,75.00%,5,5.43%,5,5.43%
,,Mastery CHS-Lenfest Campus,,,92,64,69.57%,59,64.13%,69,75.00%,5,5.43%,5,5.43%
,126510004,People for People CS,7685,People for People CS,18,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,People for People CS,,,18,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,126510009,Philadelphia Electrical & Tech CHS,7737,Philadelphia Electrical & Tech CHS,156,64,41.03%,63,40.38%,65,41.67%,1,0.64%,1,0.64%
,,Philadelphia Electrical & Tech CHS,,,156,64,41.03%,63,40.38%,65,41.67%,1,0.64%,1,0.64%
,126510010,Belmont CS,7750,Belmont CS,65,40,61.54%,40,61.54%,52,80.00%,12,18.46%,0,0.00%
,,Belmont CS,,,65,40,61.54%,40,61.54%,52,80.00%,12,18.46%,0,0.00%
,126510014,Maritime Academy CS,7777,Maritime Academy CS,55,31,56.36%,31,56.36%,33,60.00%,2,3.64%,0,0.00%
,,Maritime Academy CS,,,55,31,56.36%,31,56.36%,33,60.00%,2,3.64%,0,0.00%
,126510022,Mastery CS-Shoemaker Campus,7909,Mastery CS -Shoemaker Campus,117,94,80.34%,88,75.21%,99,84.62%,5,4.27%,6,5.13%
,,Mastery CS-Shoemaker Campus,,,117,94,80.34%,88,75.21%,99,84.62%,5,4.27%,6,5.13%
,126510023,Mastery CS-Thomas Campus,7910,Mastery CS - Thomas Campus,113,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Mastery CS-Thomas Campus,,,113,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,126511530,TECH Freire CS,8359,TECH Freire CS,97,64,65.98%,62,63.92%,88,90.72%,24,24.74%,2,2.06%
,,TECH Freire CS,,,97,64,65.98%,62,63.92%,88,90.72%,24,24.74%,2,2.06%
,126511563,Esperanza Cyber CS,8216,Esperanza Cyber CS,77,37,48.05%,37,48.05%,49,63.64%,12,15.58%,0,0.00%
,,Esperanza Cyber CS,,,77,37,48.05%,37,48.05%,49,63.64%,12,15.58%,0,0.00%
,126512840,Community Academy of Philadelphia CS,7510,Community Academy of Philadelphia CS,134,78,58.21%,78,58.21%,82,61.19%,4,2.99%,0,0.00%
,,Community Academy of Philadelphia CS,,,134,78,58.21%,78,58.21%,82,61.19%,4,2.99%,0,0.00%
,126512870,Youth Build Phila CS,7513,Youth Build Phila CS,94,11,11.70%,11,11.70%,13,13.83%,2,2.13%,0,0.00%
,,Youth Build Phila CS,,,94,11,11.70%,11,11.70%,13,13.83%,2,2.13%,0,0.00%
,126512960,Preparatory CS of Mathematics Science Te,7540,Preparatory CS of Mathematics Science Te,121,75,61.98%,74,61.16%,76,62.81%,1,0.83%,1,0.83%
,,Preparatory CS of Mathematics Science Te,,,121,75,61.98%,74,61.16%,76,62.81%,1,0.83%,1,0.83%
,126512980,Imhotep Institute CHS,7542,Imhotep Institute CHS,128,78,60.94%,78,60.94%,89,69.53%,11,8.59%,0,0.00%
,,Imhotep Institute CHS,,,128,78,60.94%,78,60.94%,89,69.53%,11,8.59%,0,0.00%
,126513000,Multicultural Academy CS,7546,Multicultural Academy CS,50,35,70.00%,35,70.00%,41,82.00%,6,12.00%,0,0.00%
,,Multicultural Academy CS,,,50,35,70.00%,35,70.00%,41,82.00%,6,12.00%,0,0.00%
,126513150,MAST Community CS,7574,MAST Community CS,121,82,67.77%,82,67.77%,92,76.03%,10,8.26%,0,0.00%
,,MAST Community CS,,,121,82,67.77%,82,67.77%,92,76.03%,10,8.26%,0,0.00%
,126513230,Math Civics and Sciences CS,7582,Math Civics and Sciences CS,88,85,96.59%,85,96.59%,87,98.86%,2,2.27%,0,0.00%
,,Math Civics and Sciences CS,,,88,85,96.59%,85,96.59%,87,98.86%,2,2.27%,0,0.00%
,126513270,Freire CS,7586,Freire CS,108,77,71.30%,76,70.37%,78,72.22%,1,0.93%,1,0.93%
,,Freire CS,,,108,77,71.30%,76,70.37%,78,72.22%,1,0.93%,1,0.93%
,126513280,Philadelphia Academy CS,7587,Philadelphia Academy CS,96,69,71.88%,69,71.88%,74,77.08%,5,5.21%,0,0.00%
,,,9999,Philadelphia Academy CS,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Philadelphia Academy CS,,,97,69,71.13%,69,71.13%,74,76.29%,5,5.15%,0,0.00%
,126513290,Mastery CS-Hardy Williams,7588,Mastery CS-Hardy Williams,72,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Mastery CS-Hardy Williams,,,72,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,126513400,Philadelphia Performing Arts CS,7647,Philadelphia Performing Arts CS,150,134,89.33%,134,89.33%,134,89.33%,0,0.00%,0,0.00%
,,,9999,Philadelphia Performing Arts CS,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Philadelphia Performing Arts CS,,,151,134,88.74%,134,88.74%,134,88.74%,0,0.00%,0,0.00%
,126513420,New Foundations CS,7649,New Foundations CS,155,93,60.00%,91,58.71%,106,68.39%,13,8.39%,2,1.29%
,,New Foundations CS,,,155,93,60.00%,91,58.71%,106,68.39%,13,8.39%,2,1.29%
,126513440,Esperanza Academy CS,7665,Esperanza Academy CS,158,89,56.33%,77,48.73%,96,60.76%,7,4.43%,12,7.59%
,,Esperanza Academy CS,,,158,89,56.33%,77,48.73%,96,60.76%,7,4.43%,12,7.59%
,126513450,Franklin Towne CHS,7666,Franklin Towne CHS,287,204,71.08%,202,70.38%,209,72.82%,5,1.74%,2,0.70%
,,Franklin Towne CHS,,,287,204,71.08%,202,70.38%,209,72.82%,5,1.74%,2,0.70%
,126513452,Olney Charter High School,8205,Olney Charter High School,387,113,29.20%,110,28.42%,146,37.73%,33,8.53%,3,0.78%
,,Olney Charter High School,,,387,113,29.20%,110,28.42%,146,37.73%,33,8.53%,3,0.78%
,126513480,Mariana Bracetti Academy CS,7672,Mariana Bracetti Academy CS,126,78,61.90%,78,61.90%,88,69.84%,10,7.94%,0,0.00%
,,,9999,Mariana Bracetti Academy CS,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Mariana Bracetti Academy CS,,,127,78,61.42%,78,61.42%,88,69.29%,10,7.87%,0,0.00%
,126513734,Mastery CS-Gratz Campus,8207,Mastery CS-Gratz Campus,212,72,33.96%,72,33.96%,97,45.75%,25,11.79%,0,0.00%
,,Mastery CS-Gratz Campus,,,212,72,33.96%,72,33.96%,97,45.75%,25,11.79%,0,0.00%
,126514864,KIPP DuBois CS,8358,KIPP DuBois CS,117,75,64.10%,75,64.10%,75,64.10%,0,0.00%,0,0.00%
,,KIPP DuBois CS,,,117,75,64.10%,75,64.10%,75,64.10%,0,0.00%,0,0.00%
,126515001,Philadelphia City SD,3728,Widener Memorial Sch,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,3808,Masterman Julia R Sec Sch,114,105,92.11%,105,92.11%,105,92.11%,0,0.00%,0,0.00%
,,,3816,Fels Samuel HS,167,81,48.50%,74,44.31%,91,54.49%,10,5.99%,7,4.19%
,,,3818,Furness Horace HS,147,8,5.44%,8,5.44%,8,5.44%,0,0.00%,0,0.00%
,,,3841,Dobbins AVT HS,158,89,56.33%,76,48.10%,94,59.49%,5,3.16%,13,8.23%
,,,3842,Mastbaum Jules E AVTS,79,30,37.97%,27,34.18%,37,46.84%,7,8.86%,3,3.80%
,,,3843,Girls HS,126,50,39.68%,47,37.30%,50,39.68%,0,0.00%,3,2.38%
,,,3844,Roxborough HS,187,106,56.68%,90,48.13%,115,61.50%,9,4.81%,16,8.56%
,,,3845,Lincoln HS,335,179,53.43%,149,44.48%,192,57.31%,13,3.88%,30,8.96%
,,,3847,Bartram John - Main,120,43,35.83%,36,30.00%,46,38.33%,3,2.50%,7,5.83%
,,,3848,Central HS,593,402,67.79%,398,67.12%,407,68.63%,5,0.84%,4,0.67%
,,,3849,Edison HS/Fareira Skills,170,39,22.94%,34,20.00%,46,27.06%,7,4.12%,5,2.94%
,,,3850,Frankford HS,153,45,29.41%,41,26.80%,50,32.68%,5,3.27%,4,2.61%
,,,3851,Franklin Benjamin HS,63,19,30.16%,16,25.40%,24,38.10%,5,7.94%,3,4.76%
,,,3855,Northeast HS,659,471,71.47%,437,66.31%,485,73.60%,14,2.12%,34,5.16%
,,,3857,Overbrook HS,76,44,57.89%,33,43.42%,49,64.47%,5,6.58%,11,14.47%
,,,3859,South Philadelphia HS,130,50,38.46%,42,32.31%,54,41.54%,4,3.08%,8,6.15%
,,,3860,West Philadelphia HS,76,35,46.05%,33,43.42%,38,50.00%,3,3.95%,2,2.63%
,,,3861,Saul W B Agricultural School,82,49,59.76%,44,53.66%,49,59.76%,0,0.00%,5,6.10%
,,,6527,Washington George HS,263,147,55.89%,135,51.33%,158,60.08%,11,4.18%,12,4.56%
,,,6548,Parkway Northwest,51,37,72.55%,33,64.71%,38,74.51%,1,1.96%,4,7.84%
,,,6675,King Martin Luther HS,66,34,51.52%,26,39.39%,36,54.55%,2,3.03%,8,12.12%
,,,6822,Franklin LC,194,147,75.77%,142,73.20%,153,78.87%,6,3.09%,5,2.58%
,,,6996,Creative and Performing Arts,182,46,25.27%,45,24.73%,47,25.82%,1,0.55%,1,0.55%
,,,7023,Carver HS,198,175,88.38%,172,86.87%,177,89.39%,2,1.01%,3,1.52%
,,,7070,Bodine William W HS,108,77,71.30%,72,66.67%,80,74.07%,3,2.78%,5,4.63%
,,,7072,Swenson Arts & Technology HS,131,78,59.54%,70,53.44%,89,67.94%,11,8.40%,8,6.11%
,,,7229,Hill Freedman World Academy,93,52,55.91%,50,53.76%,53,56.99%,1,1.08%,2,2.15%
,,,7245,Sayre William L MS,87,45,51.72%,38,43.68%,54,62.07%,9,10.34%,7,8.05%
,,,7255,Strawberry Mansion HS,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,7664,Gamp,58,52,89.66%,51,87.93%,55,94.83%,3,5.17%,1,1.72%
,,,7780,Paul Robeson HS for Human Services,79,61,77.22%,54,68.35%,63,79.75%,2,2.53%,7,8.86%
,,,7782,Parkway Center City Middle College,110,92,83.64%,92,83.64%,94,85.45%,2,1.82%,0,0.00%
,,,7808,Parkway West,55,41,74.55%,38,69.09%,44,80.00%,3,5.45%,3,5.45%
,,,7811,Lankenau HS,86,62,72.09%,55,63.95%,68,79.07%,6,6.98%,7,8.14%
,,,7813,Randolph A. Philip AVT HS,45,20,44.44%,11,24.44%,25,55.56%,5,11.11%,9,20.00%
,,,7815,Motivation HS,78,52,66.67%,45,57.69%,55,70.51%,3,3.85%,7,8.97%
,,,7850,Philadelphia Military Acad at Elverson,61,35,57.38%,32,52.46%,41,67.21%,6,9.84%,3,4.92%
,,,7852,Kensington Creative & Performing Arts HS,101,20,19.80%,18,17.82%,22,21.78%,2,1.98%,2,1.98%
,,,7855,Kensington Health Sciences,107,40,37.38%,34,31.78%,40,37.38%,0,0.00%,6,5.61%
,,,7903,School of the Future,134,54,40.30%,51,38.06%,59,44.03%,5,3.73%,3,2.24%
,,,7904,Academy at Palumbo,324,251,77.47%,244,75.31%,258,79.63%,7,2.16%,7,2.16%
,,,7905,Constitution HS,78,60,76.92%,58,74.36%,63,80.77%,3,3.85%,2,2.56%
,,,7906,Science Leadership Academy,122,63,51.64%,62,50.82%,65,53.28%,2,1.64%,1,0.82%
,,,8039,Arts Academy at Benjamin Rush,141,102,72.34%,98,69.50%,106,75.18%,4,2.84%,4,2.84%
,,,8293,Penn Treaty Sch,44,26,59.09%,24,54.55%,29,65.91%,3,6.82%,2,4.55%
,,,8298,The SD of Philadelphia Virtual Academy,121,41,33.88%,33,27.27%,44,36.36%,3,2.48%,8,6.61%
,,,8328,The Workshop School,42,17,40.48%,17,40.48%,17,40.48%,0,0.00%,0,0.00%
,,,8329,The U School: Innovative Lab,31,14,45.16%,14,45.16%,15,48.39%,1,3.23%,0,0.00%
,,,8330,The Science Leadership Academy at Beeber,105,72,68.57%,71,67.62%,73,69.52%,1,0.95%,1,0.95%
,,,8331,The Linc,29,15,51.72%,14,48.28%,19,65.52%,4,13.79%,1,3.45%
,,,8332,Building 21,71,50,70.42%,48,67.61%,53,74.65%,3,4.23%,2,2.82%
,,,8385,Philadelphia Learning Academy - North,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8386,Philadelphia Learning Academy - South,13,7,53.85%,5,38.46%,7,53.85%,0,0.00%,2,15.38%
,,,8388,Kensington HS,76,36,47.37%,29,38.16%,40,52.63%,4,5.26%,7,9.21%
,,,8440,Vaux HS: A Big Picture School,94,67,71.28%,60,63.83%,72,76.60%,5,5.32%,7,7.45%
,,,9999,Philadelphia City SD,414,156,37.68%,114,27.54%,182,43.96%,26,6.28%,42,10.14%
,,Philadelphia City SD,,,"7,440","4,189",56.30%,"3,845",51.68%,"4,434",59.60%,245,3.29%,344,4.62%
,126519434,Universal Audenried CS,8195,Universal Audenried CS,74,30,40.54%,30,40.54%,30,40.54%,0,0.00%,0,0.00%
,,Universal Audenried CS,,,74,30,40.54%,30,40.54%,30,40.54%,0,0.00%,0,0.00%
,151514721,Mastery CS-Pickett Campus,7961,Mastery CS-Pickett Campus,89,41,46.07%,41,46.07%,48,53.93%,7,7.87%,0,0.00%
,,Mastery CS-Pickett Campus,,,89,41,46.07%,41,46.07%,48,53.93%,7,7.87%,0,0.00%
,181519176,ASPIRA Bilingual Cyber CS,8148,ASPIRA Bilingual Cyber CS,60,24,40.00%,24,40.00%,39,65.00%,15,25.00%,0,0.00%
,,ASPIRA Bilingual Cyber CS,,,60,24,40.00%,24,40.00%,39,65.00%,15,25.00%,0,0.00%
,185515523,Boys Latin of Philadelphia CS,7981,Boys Latin of Philadelphia CS,88,56,63.64%,56,63.64%,57,64.77%,1,1.14%,0,0.00%
,,Boys Latin of Philadelphia CS,,,88,56,63.64%,56,63.64%,57,64.77%,1,1.14%,0,0.00%
,192518422,Tacony Academy CS,8126,Tacony Academy CS,83,54,65.06%,54,65.06%,56,67.47%,2,2.41%,0,0.00%
,,,9999,Tacony Academy CS,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Tacony Academy CS,,,85,54,63.53%,54,63.53%,56,65.88%,2,2.35%,0,0.00%
Philadelphia,,,,,"11,362","6,266",55.15%,"5,887",51.81%,"6,736",59.29%,470,4.14%,379,3.34%
Pike,119648303,Wallenpaupack Area SD,4310,Wallenpaupack Area HS,248,152,61.29%,147,59.27%,152,61.29%,0,0.00%,5,2.02%
,,Wallenpaupack Area SD,,,248,152,61.29%,147,59.27%,152,61.29%,0,0.00%,5,2.02%
,120522003,Delaware Valley SD,5261,Delaware Valley HS,333,173,51.95%,173,51.95%,186,55.86%,13,3.90%,0,0.00%
,,Delaware Valley SD,,,333,173,51.95%,173,51.95%,186,55.86%,13,3.90%,0,0.00%
Pike,,,,,581,325,55.94%,320,55.08%,338,58.18%,13,2.24%,5,0.86%
Potter,109530304,Austin Area SD,6222,Austin Area JSHS,12,6,50.00%,6,50.00%,6,50.00%,0,0.00%,0,0.00%
,,Austin Area SD,,,12,6,50.00%,6,50.00%,6,50.00%,0,0.00%,0,0.00%
,109531304,Coudersport Area SD,3869,Coudersport Area JSHS,51,35,68.63%,34,66.67%,38,74.51%,3,5.88%,1,1.96%
,,Coudersport Area SD,,,51,35,68.63%,34,66.67%,38,74.51%,3,5.88%,1,1.96%
,109532804,Galeton Area SD,6223,Galeton Area Sch,15,4,26.67%,4,26.67%,6,40.00%,2,13.33%,0,0.00%
,,Galeton Area SD,,,15,4,26.67%,4,26.67%,6,40.00%,2,13.33%,0,0.00%
,109535504,Northern Potter SD,3875,Northern Potter JSHS,29,17,58.62%,16,55.17%,17,58.62%,0,0.00%,1,3.45%
,,,9999,Northern Potter SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Northern Potter SD,,,30,17,56.67%,16,53.33%,17,56.67%,0,0.00%,1,3.33%
,109537504,Oswayo Valley SD,3877,Oswayo Valley HS,21,11,52.38%,11,52.38%,11,52.38%,0,0.00%,0,0.00%
,,Oswayo Valley SD,,,21,11,52.38%,11,52.38%,11,52.38%,0,0.00%,0,0.00%
Potter,,,,,129,73,56.59%,71,55.04%,78,60.47%,5,3.88%,2,1.55%
Schuylkill,129540803,Blue Mountain SD,3891,Blue Mountain HS,201,114,56.72%,114,56.72%,123,61.19%,9,4.48%,0,0.00%
,,,9999,Blue Mountain SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Blue Mountain SD,,,202,114,56.44%,114,56.44%,123,60.89%,9,4.46%,0,0.00%
,129544503,Mahanoy Area SD,8403,Mahanoy Area JSHS,52,24,46.15%,21,40.38%,27,51.92%,3,5.77%,3,5.77%
,,Mahanoy Area SD,,,52,24,46.15%,21,40.38%,27,51.92%,3,5.77%,3,5.77%
,129544703,Minersville Area SD,6583,Minersville Area JSHS,73,38,52.05%,36,49.32%,39,53.42%,1,1.37%,2,2.74%
,,,9999,Minersville Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Minersville Area SD,,,74,38,51.35%,36,48.65%,39,52.70%,1,1.35%,2,2.70%
,129544907,Gillingham Charter School,8161,Gillingham Charter School,8,1,12.50%,1,12.50%,1,12.50%,0,0.00%,0,0.00%
,,Gillingham Charter School,,,8,1,12.50%,1,12.50%,1,12.50%,0,0.00%,0,0.00%
,129545003,North Schuylkill SD,3883,North Schuylkill JSHS,149,79,53.02%,77,51.68%,81,54.36%,2,1.34%,2,1.34%
,,North Schuylkill SD,,,149,79,53.02%,77,51.68%,81,54.36%,2,1.34%,2,1.34%
,129546003,Pine Grove Area SD,3910,Pine Grove Area HS,118,52,44.07%,52,44.07%,58,49.15%,6,5.08%,0,0.00%
,,Pine Grove Area SD,,,118,52,44.07%,52,44.07%,58,49.15%,6,5.08%,0,0.00%
,129546103,Pottsville Area SD,3924,Pottsville Area HS,233,134,57.51%,122,52.36%,139,59.66%,5,2.15%,12,5.15%
,,,9999,Pottsville Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Pottsville Area SD,,,234,134,57.26%,122,52.14%,139,59.40%,5,2.14%,12,5.13%
,129547203,Shenandoah Valley SD,3940,Shenandoah Valley JSHS,74,37,50.00%,36,48.65%,41,55.41%,4,5.41%,1,1.35%
,,,9999,Shenandoah Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Shenandoah Valley SD,,,75,37,49.33%,36,48.00%,41,54.67%,4,5.33%,1,1.33%
,129547303,Schuylkill Haven Area SD,5264,Schuylkill Haven SHS,81,42,51.85%,42,51.85%,43,53.09%,1,1.23%,0,0.00%
,,Schuylkill Haven Area SD,,,81,42,51.85%,42,51.85%,43,53.09%,1,1.23%,0,0.00%
,129547603,Tamaqua Area SD,5070,Tamaqua Area SHS,134,121,90.30%,119,88.81%,124,92.54%,3,2.24%,2,1.49%
,,Tamaqua Area SD,,,134,121,90.30%,119,88.81%,124,92.54%,3,2.24%,2,1.49%
,129547803,Tri-Valley SD,3957,Tri-Valley JSHS,65,42,64.62%,42,64.62%,42,64.62%,0,0.00%,0,0.00%
,,,9999,Tri-Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Tri-Valley SD,,,66,42,63.64%,42,63.64%,42,63.64%,0,0.00%,0,0.00%
,129548803,Williams Valley SD,3914,Williams Valley JSHS,58,23,39.66%,21,36.21%,23,39.66%,0,0.00%,2,3.45%
,,Williams Valley SD,,,58,23,39.66%,21,36.21%,23,39.66%,0,0.00%,2,3.45%
Schuylkill,,,,,"1,251",707,56.51%,683,54.60%,741,59.23%,34,2.72%,24,1.92%
Snyder,116555003,Midd-West SD,3962,Midd-West HS,143,40,27.97%,40,27.97%,42,29.37%,2,1.40%,0,0.00%
,,,9999,Midd-West SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Midd-West SD,,,145,40,27.59%,40,27.59%,42,28.97%,2,1.38%,0,0.00%
,116557103,Selinsgrove Area SD,3969,Selinsgrove Area HS,172,102,59.30%,97,56.40%,103,59.88%,1,0.58%,5,2.91%
,,,9999,Selinsgrove Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Selinsgrove Area SD,,,173,102,58.96%,97,56.07%,103,59.54%,1,0.58%,5,2.89%
Snyder,,,,,318,142,44.65%,137,43.08%,145,45.60%,3,0.94%,5,1.57%
Somerset,108561003,Berlin Brothersvalley SD,6207,Berlin Brothersvalley SHS,54,32,59.26%,31,57.41%,32,59.26%,0,0.00%,1,1.85%
,,Berlin Brothersvalley SD,,,54,32,59.26%,31,57.41%,32,59.26%,0,0.00%,1,1.85%
,108561803,Conemaugh Township Area SD,3978,Conemaugh Twp Area MS/SHS,85,65,76.47%,64,75.29%,66,77.65%,1,1.18%,1,1.18%
,,,9999,Conemaugh Township Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Conemaugh Township Area SD,,,87,65,74.71%,64,73.56%,66,75.86%,1,1.15%,1,1.15%
,108565203,Meyersdale Area SD,3994,Meyersdale Area HS,53,31,58.49%,29,54.72%,31,58.49%,0,0.00%,2,3.77%
,,,9999,Meyersdale Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Meyersdale Area SD,,,55,31,56.36%,29,52.73%,31,56.36%,0,0.00%,2,3.64%
,108565503,North Star SD,3988,North Star HS,72,44,61.11%,42,58.33%,44,61.11%,0,0.00%,2,2.78%
,,,9999,North Star SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,North Star SD,,,74,44,59.46%,42,56.76%,44,59.46%,0,0.00%,2,2.70%
,108566303,Rockwood Area SD,6210,Rockwood Area JSHS,43,27,62.79%,26,60.47%,28,65.12%,1,2.33%,1,2.33%
,,Rockwood Area SD,,,43,27,62.79%,26,60.47%,28,65.12%,1,2.33%,1,2.33%
